review_id,window_id,side,segment,eligible_full_window,strict_visible_phase,kind,frame_index,event_time_seconds,normalized_value,prominence,observed_run_start,observed_run_end
R3-02,jiufu_7cb985938d0a6a_first30,left,jiufu_7cb985938d0a6a_first30,True,True,minimum,100,11.49425287356322,0.6282190367680711,0.29011400611808125,5.74712643678161,23.793103448275865
R3-02,jiufu_7cb985938d0a6a_first30,left,jiufu_7cb985938d0a6a_first30,True,True,minimum,128,14.71264367816092,0.73938345316429,0.17547490910914365,5.74712643678161,23.793103448275865
R3-02,jiufu_7cb985938d0a6a_first30,left,jiufu_7cb985938d0a6a_first30,True,True,minimum,150,17.24137931034483,0.6970336368593508,0.20261951866195926,5.74712643678161,23.793103448275865
R3-02,jiufu_7cb985938d0a6a_first30,left,jiufu_7cb985938d0a6a_first30,True,True,minimum,172,19.77011494252874,0.5744417792796097,0.20434878394187628,5.74712643678161,23.793103448275865
R3-02,jiufu_7cb985938d0a6a_first30,left,jiufu_7cb985938d0a6a_first30,True,True,minimum,196,22.52873563218391,0.536436331018438,0.38340185869006993,5.74712643678161,23.793103448275865
R3-02,jiufu_7cb985938d0a6a_first30,left,jiufu_7cb985938d0a6a_first30,True,True,maximum,242,27.81609195402299,0.8308785311044109,0.35198623961473813,25.517241379310345,29.88505747126437
R3-02,jiufu_7cb985938d0a6a_first30,left,jiufu_7cb985938d0a6a_first30,True,True,maximum,257,29.540229885057474,0.8192103297636334,0.07522945640541179,25.517241379310345,29.88505747126437
R3-02,jiufu_7cb985938d0a6a_first30,left,jiufu_7cb985938d0a6a_first30,True,True,minimum,232,26.666666666666668,0.4299205691165091,0.34999829120203185,25.517241379310345,29.88505747126437
R3-02,jiufu_7cb985938d0a6a_first30,left,jiufu_7cb985938d0a6a_first30,True,True,minimum,247,28.390804597701152,0.4788922914896728,0.3403180382739606,25.517241379310345,29.88505747126437
R3-02,jiufu_7cb985938d0a6a_first30,right,jiufu_7cb985938d0a6a_first30,True,True,maximum,19,2.183908045977012,0.9447748981905034,0.26342166984758253,0.574712643678161,3.6781609195402303
R3-02,jiufu_7cb985938d0a6a_first30,right,jiufu_7cb985938d0a6a_first30,True,True,minimum,14,1.6091954022988506,0.6813532283429209,0.21946446864681524,0.574712643678161,3.6781609195402303
